"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.591268221E1,-1.717540807E0,2.143696847E0,1.760965008E0
7.593265321E1,-1.397147010E0,1.103754925E0,2.140466260E0
7.595262421E1,-5.198950567E-1,1.261928540E-1,2.913684517E0
7.597259521E1,-1.292795992E-1,-2.637450939E-1,2.894723166E0
7.599256721E1,-4.315904791E-1,-7.393102527E-2,2.177451653E0
7.601253821E1,-4.932985213E-1,4.013341713E-1,1.973685544E0
7.603250921E1,-2.168150853E-1,3.184066200E-1,2.096059581E0
7.605248021E1,-3.592530759E-1,-2.334839988E-1,1.650687105E0
7.607245121E1,-4.242174690E-1,-9.397995830E-1,2.896459204E-1
7.609242221E1,-5.880419797E-1,-1.317153153E0,-1.356629460E0
7.611239421E1,-5.525786899E-1,-1.533341673E0,-2.111065291E0
7.613236521E1,-1.118855031E-1,-1.917877378E0,-2.111957576E0
7.615233621E1,9.337678146E-2,-2.169219943E0,-1.927565630E0
7.617230721E1,9.781423341E-3,-1.788551586E0,-2.388744884E0
7.619227821E1,-2.881828922E-1,-1.348097203E0,-3.040083193E0
7.621225021E1,-4.982427806E-1,-1.199346376E0,-3.247414935E0
7.623222121E1,-9.591148366E-1,-5.626927650E-1,-2.802566369E0
7.625219221E1,-4.339303886E-1,-1.533847457E-1,-1.136985821E0
7.627216321E1,1.065524221E-1,-1.051738679E-2,-7.008180320E-2
7.629213421E1,-5.913011447E-2,5.313072503E-1,1.898900825E-1
7.631210521E1,-2.671527050E-2,1.042574923E0,6.156194222E-1
7.633207721E1,9.583104059E-2,1.300256454E0,7.431197137E-1
7.635204821E1,-1.604076172E-1,1.689464670E0,4.174362338E-1
7.637201933E1,1.089301193E-1,1.932475537E0,9.379191184E-1
7.639199033E1,7.463095160E-1,1.571153278E0,2.675699916E0
7.641196133E1,7.550618476E-1,1.144087849E0,3.776687354E0
7.643193333E1,4.660851411E-1,9.820749521E-1,3.066790935E0
7.645190433E1,6.704315141E-1,1.327703869E0,1.586750726E0
7.647187533E1,1.301720597E0,1.131696430E0,1.212688553E0
7.649184633E1,1.318874574E0,4.206598037E-1,1.718133568E0
7.651181733E1,5.031954454E-1,-5.683709961E-1,1.564980372E0
7.653178833E1,-6.036533877E-2,-1.263996701E0,1.391895187E0
7.655176033E1,2.295638061E-1,-1.768873951E0,9.249388844E-1
7.657173133E1,8.052955697E-1,-1.781115682E0,1.592243600E-1
7.659170233E1,1.535714035E0,-1.635116554E0,-6.165181392E-1
7.661167333E1,1.788573367E0,-1.592281022E0,-1.222634667E0
7.663164433E1,1.456406056E0,-1.614362447E0,-1.896449672E0
7.665161533E1,7.936232116E-1,-1.736309638E0,-2.658474603E0
7.667158733E1,1.619720397E-1,-1.734766558E0,-3.292361312E0
7.669155833E1,-2.752207297E-1,-1.409015250E0,-3.955732021E0
7.671152933E1,-4.613655975E-1,-7.112652522E-1,-4.033017594E0
7.673150033E1,-2.122060907E-1,-7.158804595E-2,-3.481203573E0
7.675147133E1,5.193946447E-2,2.520454001E-1,-2.150807646E0
7.677144333E1,2.202005135E-1,3.525438344E-1,-1.055613629E0
7.679141433E1,2.792191654E-3,7.114915395E-1,-4.132350093E-1
7.681138533E1,-5.159853525E-2,1.083637580E0,5.043264431E-1
7.683135633E1,-1.296201264E-1,1.490976257E0,1.471299791E0
7.685132733E1,-3.078703760E-1,1.963885025E0,2.081054456E0
7.687129833E1,-6.720154517E-1,2.380819568E0,1.819197428E0
7.689127033E1,-7.312380984E-1,2.826803663E0,1.356061111E0
7.691124133E1,-4.393104482E-1,2.961896564E0,1.462681580E0
7.693121233E1,-5.814092638E-1,2.740885845E0,2.362662209E0
7.695118333E1,-1.255157757E0,2.227364071E0,2.654162282E0
7.697115433E1,-1.502492348E0,1.865612626E0,2.098572130E0
7.699112533E1,-6.713554472E-1,1.748733802E0,2.199559391E0
7.701109733E1,3.009072192E-2,1.274832176E0,2.544160953E0
7.703106833E1,5.301100329E-2,3.812694508E-1,2.563583064E0
7.705103933E1,-3.514327904E-1,-5.278591472E-1,1.640087857E0
7.707101033E1,-8.152163212E-1,-1.062984629E0,2.045975840E-1
7.709098133E1,-9.707716995E-1,-1.154152662E0,-1.098467873E0
7.711095233E1,-6.239794057E-1,-9.394779861E-1,-2.057256289E0
7.713092433E1,8.434915558E-2,-9.201687258E-1,-1.851065338E0
7.715089533E1,6.092564821E-1,-1.432837391E0,-1.368410431E0
7.717086633E1,1.030136068E0,-1.645492439E0,-1.212247088E0
7.719083733E1,8.215763377E-1,-1.466454204E0,-1.408942745E0
7.721080833E1,4.416444740E-1,-1.516308149E0,-1.688891058E0
7.723078033E1,5.566030361E-2,-1.723462136E0,-1.156419042E0
7.725075133E1,-2.086322359E-1,-2.189251335E0,-7.344149637E-1
7.727072233E1,-5.271433018E-1,-2.027671131E0,-9.326162785E-1
7.729069333E1,-5.879643945E-1,-1.367246250E0,-1.440318904E0
7.731066433E1,-6.391179932E-1,-5.592376453E-1,-1.558870617E0
7.733063533E1,-5.631651469E-1,4.643157005E-2,-8.642371845E-1
7.735060733E1,-7.033169858E-1,2.764855921E-1,3.075565267E-1
7.737057908E1,-1.028085961E0,3.553902590E-1,1.249911928E0
7.739055008E1,-1.323411428E0,6.576000917E-1,1.488178949E0
7.741052108E1,-9.496924871E-1,1.030825528E0,1.619453033E0
7.743049208E1,-1.340511464E-1,1.509673898E0,2.244133886E0
7.745046308E1,5.900115047E-1,1.446209974E0,3.035480849E0
7.747043508E1,6.707423667E-1,7.249623549E-1,2.909662217E0
7.749040608E1,3.455755614E-1,3.175634515E-1,2.475883600E0
7.751037708E1,4.047284069E-1,-5.367802441E-2,2.325472164E0
7.753034808E1,2.183365674E-1,-2.900242352E-1,1.291777992E0
7.755031908E1,8.723285615E-2,5.296934187E-2,-3.439133441E-1
7.757029008E1,4.833652713E-1,4.635865527E-1,-1.843071610E0
7.759026208E1,9.618254596E-1,6.370985842E-1,-2.086906934E0
7.761023308E1,1.234611080E0,-1.738318741E-1,-5.714401996E-1
7.763020408E1,1.021913567E0,-1.469960779E0,4.758025557E-1
7.765017508E1,6.426383094E-1,-2.036269462E0,4.767433727E-1
7.767014608E1,4.942305309E-1,-2.139169348E0,-6.577053416E-1
7.769011808E1,5.084173379E-1,-1.897140813E0,-2.008562431E0
7.771008908E1,6.420625779E-1,-1.630076255E0,-2.826996621E0
7.773006008E1,5.627146921E-1,-1.412897801E0,-3.215743491E0
7.775003108E1,4.426564078E-1,-9.664932919E-1,-3.210153553E0
7.777000208E1,4.317756531E-1,-5.457978201E-1,-3.072741646E0
7.778997308E1,3.750914655E-1,-2.060266435E-1,-3.199288841E0
7.780994508E1,5.665900439E-1,4.506343853E-1,-2.836062144E0
7.782991608E1,1.151657728E0,1.094486504E0,-1.113636720E0
7.784988708E1,1.507034611E0,1.385508859E0,1.885814756E-1
7.786985808E1,9.366009367E-1,1.769273901E0,4.849312288E-1
7.788982908E1,2.168489626E-1,2.296171766E0,6.370658398E-1
7.790980008E1,-3.707592268E-1,2.531833853E0,1.378543071E0
7.792977208E1,-9.687704900E-1,2.355128072E0,2.044383643E0
7.794974308E1,-1.397670190E0,2.109784166E0,1.908955112E0
7.796971408E1,-1.382269647E0,2.382322887E0,1.832810331E0
7.798968508E1,-1.050483721E0,2.718158888E0,1.833834763E0
7.800965608E1,-3.986842863E-1,2.349924635E0,1.761995287E0
7.802962708E1,-1.672593297E-1,1.697064296E0,2.908251284E0
7.804959908E1,3.648791937E-1,6.372769243E-1,4.130913432E0
7.806957008E1,1.198025052E-2,-2.106886286E-1,3.488914881E0
7.808954108E1,-7.912516540E-1,-4.384084421E-1,1.603228179E0
7.810951208E1,-1.292245769E0,-1.788324130E-1,9.487692118E-3
7.812948308E1,-1.299180128E0,1.716660655E-1,-1.072147801E0
7.814945408E1,-8.589977869E-1,3.070577592E-1,-1.358167863E0
7.816942608E1,9.320973381E-2,-3.262991917E-1,-6.499332225E-1
7.818939708E1,3.617014878E-1,-1.270335667E0,-1.447981095E-1
7.820936808E1,1.555612256E-1,-1.956507593E0,-2.560565901E-1
7.822933908E1,2.149546109E-2,-2.279002587E0,-7.884262794E-1
7.824931008E1,-1.414205750E-2,-2.425035628E0,-1.444102052E0
7.826928108E1,-1.209345992E-1,-2.351944263E0,-1.348376116E0
7.828925308E1,-8.626943601E-2,-2.339762759E0,-1.282970331E0
7.830922408E1,-1.185714653E-1,-1.914584227E0,-1.773600841E0
7.832919508E1,-2.358725681E-1,-1.175390334E0,-2.177943989E0
7.834916608E1,-5.378879626E-1,-4.228490013E-1,-2.229784818E0
7.836913612E1,-6.624105229E-1,3.705544281E-1,-1.810827724E0
7.838910712E1,-8.725094598E-1,9.420729804E-1,-9.781251580E-1
7.840907913E1,-7.296672439E-1,1.254230681E0,6.930377269E-1
7.842905013E1,-1.315484468E-1,1.022646443E0,2.018522578E0
7.844902113E1,3.327629597E-1,7.269948471E-1,1.980178292E0
7.846899213E1,2.315848779E-1,7.534798104E-1,1.213260995E0
7.848896313E1,-1.388082584E-1,1.288735685E0,1.210636765E-1
7.850893413E1,2.303419609E-1,2.393213326E0,8.527111530E-2
7.852890612E1,1.641024874E0,2.852715599E0,1.213834022E0
7.854887712E1,2.580670675E0,2.048648018E0,2.635852895E0
7.856884812E1,2.684140079E0,1.027525944E0,3.171719804E0
7.858881912E1,1.758909127E0,-1.000926375E-2,1.707993912E0
7.860879012E1,8.362554802E-1,-7.389383698E-1,3.156484884E-1
7.862876113E1,3.904082103E-1,-1.686784891E0,-1.239276427E-1
7.864873313E1,1.257635588E-1,-2.030474871E0,-2.102711374E-1
7.866870413E1,7.582384937E-1,-1.919872448E0,4.505829298E-1
7.868867513E1,1.551574315E0,-1.923706468E0,1.769765067E-1
7.870864613E1,1.446231462E0,-1.600375323E0,-1.129362806E0
7.872861713E1,1.055043964E0,-1.359526171E0,-2.315581598E0
7.874858813E1,6.633495858E-1,-1.418993524E0,-2.813276714E0
7.876856012E1,1.669629855E-1,-1.543625756E0,-2.846987082E0
7.878853112E1,-2.082992370E-1,-1.597287993E0,-2.342835470E0
7.880850213E1,-3.457772172E-1,-1.455162646E0,-1.657313170E0
7.882847313E1,-8.000209426E-1,-6.398742574E-1,-1.099947803E0
7.884844413E1,-7.010503127E-1,-1.679536682E-1,-1.978615916E0
7.886841513E1,-2.434779501E-1,3.023776478E-1,-3.174244047E0
7.888838713E1,-3.621572782E-1,1.019101276E0,-2.385855775E0
7.890835813E1,-1.234962644E-1,8.838733041E-1,7.437365949E-1
7.892832913E1,-4.404729844E-1,7.415339488E-1,2.799418228E0
7.894830013E1,-1.169397595E0,8.834528893E-1,2.016658486E0
7.896827113E1,-1.000664347E0,1.649712374E0,1.002991027E0
7.898824212E1,-4.424333730E-1,2.592747806E0,1.925614999E0
7.900821413E1,-3.181649838E-1,2.523217980E0,2.890824827E0
7.902818513E1,-7.872341783E-1,1.931817141E0,2.849700775E0
7.904815613E1,-1.405169244E0,1.546693790E0,2.109361412E0
7.906812713E1,-1.342341204E0,1.291649353E0,1.443347762E0
7.908809813E1,-1.121635053E0,1.285561817E0,7.776627249E-1
7.910806913E1,-7.665973078E-1,1.446915733E0,8.029414076E-1
7.912804113E1,-9.401784094E-1,9.838297015E-1,7.128393227E-1
7.914801213E1,-1.265087206E0,1.604435045E-1,1.812233394E-1
7.916798312E1,-1.013391104E0,-5.510807794E-1,-9.661646783E-2
7.918795412E1,-7.154061042E-1,-1.193697966E0,-5.481080550E-1
7.920792512E1,-5.118132180E-1,-1.791081092E0,-8.579853415E-1
7.922789612E1,-3.832310455E-1,-2.129462970E0,-9.847863060E-1
7.924786813E1,-4.935373069E-1,-2.526588315E0,-1.346906710E0
7.926783913E1,-9.950334053E-1,-2.704446582E0,-1.283386068E0
7.928781013E1,-1.139227497E0,-2.565349508E0,-9.102290440E-1
7.930778113E1,-7.131177232E-1,-1.832572349E0,-3.389513969E-1
7.932775213E1,2.022019067E-1,-6.929810089E-1,2.033199674E-1
7.934772313E1,6.445814853E-1,-4.735601485E-2,-9.981255591E-2
7.936769433E1,3.348462130E-1,3.111958337E-1,-5.483916450E-1
7.938766633E1,8.285870031E-3,7.384583133E-1,-7.144999319E-1
7.940763733E1,-3.221793532E-1,8.697247964E-1,-7.142140031E-2
7.942760833E1,-5.289719820E-1,6.027912158E-1,7.513256961E-1
7.944757933E1,-3.513401120E-1,7.441476542E-1,1.358086002E0
7.946755033E1,4.791041860E-1,8.521147370E-1,1.907837709E0
7.948752133E1,8.928180823E-1,8.576760238E-1,1.804447827E0
7.950749333E1,7.901158324E-1,8.144779640E-1,1.066590022E0
7.952746433E1,1.057669949E0,5.742883784E-1,9.753722888E-1
7.954743533E1,9.627438379E-1,1.978902429E-1,1.164390551E0
7.956740633E1,2.606325297E-1,-1.907946467E-3,1.077868717E0
7.958737733E1,1.047468385E-1,-3.146562159E-1,4.293201149E-1
7.960734833E1,1.697741806E-1,-4.477511233E-1,-3.032137996E-1
7.962732033E1,3.183839621E-1,-7.941255605E-1,-6.536754405E-1
7.964729133E1,8.871231135E-1,-1.272631869E0,-2.237904847E-1
7.966726233E1,1.443651086E0,-1.617829846E0,-4.414063096E-3
7.968723333E1,1.495205255E0,-1.809174131E0,-5.306137705E-1
7.970720433E1,9.123929523E-1,-1.875485650E0,-1.653474473E0
7.972717533E1,6.325183871E-1,-1.617766696E0,-2.403468758E0
7.974714733E1,8.634045410E-1,-1.423035704E0,-2.637460880E0
7.976711833E1,6.681739041E-1,-1.463544044E0,-2.886254643E0
7.978708933E1,9.944158662E-2,-1.425271679E0,-2.908092824E0
7.980706033E1,-3.288377604E-1,-1.189347053E0,-2.932240655E0
7.982703133E1,-4.053554477E-1,-6.623509544E-1,-2.418379743E0
7.984700233E1,-1.254846283E-1,-1.799340284E-1,-1.167879000E0
7.986697433E1,-2.200456171E-1,-3.882726610E-2,1.004142344E-2
7.988694533E1,-4.629392660E-1,1.888937169E-1,9.335886705E-1
7.990691633E1,-9.553240136E-1,8.818536758E-1,1.058299255E0
7.992688733E1,-1.135984339E0,1.597201454E0,9.575575769E-1
7.994685833E1,-1.322922016E0,2.146298273E0,7.446294647E-1
7.996682933E1,-8.276257208E-1,2.356964682E0,9.039842176E-1
7.998680033E1,-3.996694325E-1,2.298163912E0,1.677219431E0
8.000677233E1,-3.239571260E-1,2.548100806E0,3.007524726E0
8.002674333E1,-4.145984338E-1,2.511246391E0,2.901231701E0
8.004671433E1,-7.339712331E-1,2.178893577E0,1.647509728E0
8.006668533E1,-6.479555480E-1,1.702775272E0,9.714932460E-1
8.008665633E1,-8.209922008E-1,1.179450640E0,1.178176532E0
8.010662733E1,-1.209765164E0,4.372214574E-1,1.280660681E0
8.012659933E1,-1.492453556E0,-1.773483896E-1,5.331081927E-1
8.014657033E1,-1.838990546E0,-4.554197466E-1,-6.890721452E-1
8.016654133E1,-1.844930293E0,-4.152259862E-1,-1.480819643E0
8.018651233E1,-1.295599586E0,-4.067141944E-1,-1.269960861E0
8.020648333E1,-2.248738275E-1,-7.081767529E-1,-1.453079867E-1
8.022645433E1,3.001786927E-1,-1.103667802E0,3.480502492E-1
8.024642533E1,4.390257985E-1,-1.348776065E0,-1.425960481E-2
8.026639733E1,4.471437438E-1,-1.169493417E0,-7.411889631E-1
8.028636833E1,3.241337119E-1,-8.132734376E-1,-1.185369192E0
8.030633933E1,5.811325626E-2,-3.923165953E-1,-1.313279373E0
8.032631033E1,-1.549102500E-2,-1.062591112E-1,-8.964448178E-1
8.034628133E1,-1.082951482E-1,-1.872173202E-1,-2.856914485E-1
8.036625183E1,-2.196969769E-1,-3.084137285E-1,-1.100808513E-1
8.038622383E1,-2.101436681E-1,-2.611810899E-1,-1.087412542E-1
8.040619483E1,-2.151031485E-1,-6.399309754E-2,-8.539156795E-2
8.042616583E1,-3.734458032E-1,2.319777560E-1,-2.507671988E-1
8.044613683E1,-2.572761914E-1,4.607073838E-1,-2.013547182E-1
8.046610783E1,1.264422743E-1,4.168637913E-1,3.014765918E-1
8.048607883E1,4.201515345E-1,-1.562726855E-1,2.050487552E0
8.050605083E1,2.701132051E-1,-9.333255458E-1,3.235735706E0
8.052602183E1,-5.764571837E-1,-9.627206683E-1,2.891375050E0
8.054599283E1,-1.045335686E0,-3.432958782E-1,1.192250780E0
8.056596383E1,-8.301309603E-1,5.732545906E-1,1.743622166E-1
8.058593483E1,-9.127298981E-2,1.125128253E0,5.714910704E-1
8.060590583E1,5.113691220E-1,1.109060689E0,1.520173159E0
8.062587683E1,2.877064721E-1,2.706594265E-1,1.401539585E0
8.064584883E1,-1.747685981E-1,-5.449780405E-1,4.230045372E-1
8.066581983E1,2.358986065E-2,-8.487999505E-1,-4.142623651E-1
8.068579083E1,7.490489365E-1,-8.604897040E-1,-6.611598766E-1
8.070576183E1,1.514228148E0,-8.445963871E-1,-6.986522233E-1
8.072573283E1,1.702011918E0,-1.020537937E0,-1.257209837E0
8.074570383E1,1.265847198E0,-9.394885111E-1,-2.226774672E0
8.076567583E1,9.031851956E-1,-8.961056793E-1,-2.664700134E0
8.078564683E1,4.614166145E-1,-1.043084800E0,-2.671608034E0
8.080561783E1,1.330453705E-1,-8.202982825E-1,-2.308934484E0
8.082558883E1,1.420832199E-1,-5.222405577E-1,-2.357918363E0
8.084555983E1,5.945709259E-2,-3.847000122E-2,-2.577357935E0
8.086553083E1,1.949512679E-1,3.443934005E-1,-2.219731700E0
8.088550183E1,4.199707459E-1,4.107587135E-1,-1.000406558E0
8.090547383E1,6.850910684E-1,3.083909243E-1,6.181547749E-1
8.092544483E1,6.479112554E-1,1.460219318E-1,1.596916695E0
8.094541583E1,3.716692180E-2,1.841288209E-3,1.498446659E0
8.096538683E1,-7.733554465E-1,4.392188662E-1,7.661530656E-1
8.098535783E1,-9.390620298E-1,1.436457987E0,4.317168885E-1
8.100532883E1,-7.493852976E-1,2.394539475E0,3.916599530E-1
8.102530083E1,-3.146081591E-2,2.703242056E0,4.774812913E-1
8.104527183E1,9.439901362E-1,2.463533696E0,2.058742066E0
8.106524283E1,8.345141794E-1,1.851614977E0,3.610791321E0
8.108521383E1,4.520474016E-1,1.770049827E0,3.790244708E0
8.110518483E1,-1.451490887E-2,1.932195455E0,2.055723733E0
8.112515583E1,-2.154909833E-1,2.082811545E0,3.785095650E-1
8.114512683E1,2.973758664E-2,1.445703605E0,6.155855083E-1
8.116509883E1,3.644118915E-1,4.349182391E-1,1.378257142E0
8.118506983E1,-1.384959440E-1,-7.034217972E-1,1.274014735E0
8.120504083E1,-1.140585806E0,-1.234712090E0,7.227977157E-2
8.122501183E1,-1.519137617E0,-9.602929044E-1,-1.580052155E0
8.124498283E1,-1.142307738E0,-3.353775787E-1,-2.616578134E0
8.126495383E1,3.411740698E-2,-2.592906851E-1,-2.381749275E0
8.128492583E1,8.817706454E-1,-8.140844464E-1,-8.389661032E-1
8.130489683E1,1.017693339E0,-1.611285058E0,2.881028402E-1
8.132486783E1,6.206202534E-1,-2.168785495E0,-9.197611749E-2
8.134483883E1,-7.399607554E-2,-2.166661786E0,-1.626582543E0
8.136480975E1,-4.845317177E-1,-1.685721282E0,-2.956582614E0
8.138478075E1,-4.445490053E-1,-1.030309219E0,-2.996045473E0
8.140475175E1,-1.064783087E-1,-4.198259908E-1,-2.013309785E0
8.142472375E1,1.135138613E-1,1.542729378E-1,-8.629414415E-1
8.144469475E1,1.710458221E-1,4.421167463E-1,-3.383327615E-1
8.146466575E1,-2.269520011E-1,7.303388697E-1,-1.435245860E-1
8.148463675E1,-5.153560460E-1,9.409649330E-1,1.001658447E0
8.150460775E1,-6.700527607E-1,8.180471045E-1,1.969766740E0
8.152457875E1,-7.334453492E-1,9.175386482E-1,1.822380652E0
8.154454975E1,-6.788865879E-2,1.038236289E0,1.753092901E0
8.156452175E1,6.865778692E-1,9.503918141E-1,2.724005519E0
8.158449275E1,7.159159814E-1,4.968519473E-1,3.567642962E0
8.160446375E1,3.573126774E-1,-8.028987229E-2,2.191109580E0
8.162443475E1,1.548506427E-1,2.835040051E-1,-3.658275390E-1
8.164440575E1,6.867323088E-1,9.467004669E-1,-1.715914550E0
8.166437675E1,1.196359838E0,6.076584381E-1,-1.819614919E0
8.168434775E1,7.428030869E-1,-3.024448907E-1,-1.284407576E0
8.170431975E1,7.225939402E-1,-1.109054257E0,-1.216361189E-1
8.172429075E1,1.211534166E0,-1.674183556E0,1.152152914E0
8.174426175E1,1.286766782E0,-1.924801651E0,1.811959745E0
8.176423275E1,8.253326621E-1,-2.491707335E0,1.213291985E0
8.178420375E1,-1.734649613E-1,-2.661440311E0,-1.601043659E-1
8.180417475E1,-5.641168544E-1,-2.332835562E0,-2.258740230E0
8.182414675E1,5.857828349E-2,-1.615479850E0,-3.550164465E0
8.184411775E1,7.748253635E-1,-8.296362859E-1,-2.763409320E0
8.186408875E1,1.089456656E0,-9.796430951E-1,-1.400563685E0
8.188405975E1,4.980629057E-1,-1.332833632E0,-9.847681797E-1
8.190403075E1,-2.737502646E-1,-1.289591718E0,-1.708033088E0
8.192400175E1,-6.072456978E-1,-6.763854414E-1,-2.191705411E0
8.194397275E1,-3.535315754E-1,1.911682838E-1,-1.404837999E0
8.196394475E1,7.763984106E-2,8.274722314E-1,-9.809639812E-2
8.198391575E1,3.489043082E-1,1.458704889E0,8.582665926E-1
8.200388675E1,5.864762416E-1,1.845375997E0,1.057365455E0
8.202385775E1,2.958712316E-1,2.295944309E0,1.769407802E0
8.204382875E1,-2.454935219E-1,2.474774383E0,2.636358680E0
8.206379975E1,-8.447545543E-1,2.360951314E0,2.730821033E0
8.208377075E1,-1.132593173E0,2.341153226E0,2.158244720E0
8.210374275E1,-8.607188418E-1,2.672632467E0,2.272541413E0
8.212371375E1,-3.536129247E-1,2.729189660E0,2.500507979E0
8.214368475E1,-4.135229116E-1,2.066706558E0,1.401281723E0
8.216365575E1,-6.613108078E-1,1.855129153E0,7.068582058E-1
8.218362675E1,-4.973559773E-1,1.648183912E0,1.350806803E0
8.220359775E1,-2.075689928E-1,1.160985133E0,2.291509196E0
8.222356875E1,-4.831731172E-1,3.999805409E-1,1.859702845E0
8.224354075E1,-1.117123049E0,4.299925447E-2,-6.704651356E-2
8.226351175E1,-1.165138776E0,1.476983285E-1,-1.944489226E0
8.228348275E1,-8.055514584E-1,1.629800266E-1,-2.954488142E0
8.230345375E1,-2.681407383E-1,-5.184433758E-2,-2.284769695E0
8.232342475E1,1.775882716E-1,-9.320257097E-1,-1.067137907E0
8.234339575E1,1.637620917E-1,-1.719414693E0,-1.049208589E0
8.236336821E1,-2.109481718E-1,-2.014961039E0,-1.868380698E0
8.238333921E1,-6.419627367E-1,-1.820706595E0,-2.660966102E0
8.240331021E1,-1.046347620E0,-1.429962316E0,-2.160573665E0
8.242328121E1,-1.079085888E0,-1.052725105E0,-7.040714228E-1
8.244325221E1,-6.455662295E-1,-4.827484632E-1,8.592740679E-1
8.246322321E1,-4.122909033E-1,-5.010309523E-1,8.643190455E-1
8.248319421E1,-8.553918090E-1,-2.809072566E-1,1.005136371E-2
8.250316521E1,-5.692656932E-1,4.441778898E-2,-1.838387990E-1
8.252313721E1,1.385475822E-2,4.870087445E-1,8.038716996E-1
8.254310821E1,7.611338887E-1,6.693138188E-1,2.160640908E0
8.256307921E1,6.470797813E-1,1.069180924E-1,1.700902993E0
8.258305021E1,2.357955493E-1,-4.605676353E-2,7.189221811E-1
8.260302121E1,2.416862536E-1,3.132862133E-1,1.675589812E0
8.262299221E1,6.808364151E-1,7.113640702E-1,3.038324935E0
8.264296421E1,1.613599824E0,9.753646874E-1,3.602858988E0
8.266293521E1,1.790407785E0,3.014058405E-1,2.471836742E0
8.268290621E1,9.825255532E-1,-3.442846423E-1,9.699530894E-1
8.270287721E1,1.758308179E-1,-7.949131805E-1,8.310004413E-2
8.272284821E1,-1.584220124E-1,-1.409573075E0,-4.468278480E-1
8.274281921E1,-3.074895760E-1,-1.416342981E0,-1.093045165E0
8.276279021E1,1.020743686E-1,-1.097281473E0,-1.751193141E0
8.278276221E1,7.990638265E-1,-1.067313323E0,-1.638371115E0
8.280273321E1,1.104225991E0,-1.312402875E0,-1.145519832E0
8.282270421E1,1.024620390E0,-1.560430069E0,-8.975329846E-1
8.284267521E1,1.109548127E0,-1.340895773E0,-1.400662503E0
8.286264621E1,9.604289252E-1,-9.613237685E-1,-2.430212753E0
8.288261721E1,9.056491392E-1,-6.798996180E-1,-3.216236996E0
8.290258821E1,7.947376178E-1,-4.112995809E-1,-3.540469782E0
8.292256021E1,2.062846519E-1,-6.080659890E-1,-3.156709417E0
8.294253121E1,1.042617023E-1,-6.610721684E-1,-2.683007181E0
8.296250221E1,8.506229661E-2,-1.931972677E-1,-1.410356601E0
8.298247321E1,5.578125692E-1,3.276545763E-2,-4.051360309E-2
8.300244421E1,5.469678479E-1,4.357286632E-1,2.090046304E-1
8.302241521E1,2.336765914E-1,7.410310882E-1,6.493391454E-2
8.304238621E1,-2.097060040E-2,1.175679771E0,1.666210878E-1
8.306235821E1,-1.180873706E-1,1.698278763E0,4.587906665E-1
8.308232921E1,1.613722616E-1,2.204058239E0,1.596082297E0
8.310230021E1,5.963059593E-1,1.914712281E0,2.327236269E0
8.312227121E1,2.541196268E-1,1.578175784E0,2.772744985E0
8.314224221E1,-4.370112134E-1,1.852397334E0,2.590246952E0
8.316221321E1,-1.203584657E0,1.927099607E0,1.191598815E0
8.318218421E1,-1.414193544E0,1.825387875E0,1.316780101E0
8.320215621E1,-6.272270223E-1,1.016712103E0,2.654002653E0
8.322212721E1,-2.342846653E-1,3.502312607E-1,3.662282487E0
8.324209821E1,-6.024100139E-1,-1.442923254E-1,2.258206379E0
8.326206921E1,-1.241935448E0,2.921736717E-2,2.301814914E-2
8.328204021E1,-1.367745894E0,3.775120300E-1,-1.486017233E0
8.330201121E1,-7.841155659E-1,2.836519396E-1,-2.115062447E0
8.332198221E1,-8.990806695E-2,-1.603686601E-1,-1.326760129E0
8.334195421E1,3.619746989E-1,-1.111860920E0,-1.669906318E-1
8.336192521E1,3.889187052E-1,-1.901879981E0,8.817425787E-2
8.338189646E1,7.982987914E-2,-2.156965349E0,-8.357863873E-1
8.340186746E1,-2.118607760E-1,-2.033953965E0,-2.361168246E0
8.342183846E1,-5.106162930E-1,-1.552901194E0,-3.214450672E0
8.344180946E1,-6.867236841E-1,-1.125811792E0,-3.039524199E0
8.346178046E1,-4.735330320E-1,-8.295719665E-1,-2.222850605E0
8.348175146E1,-1.782907415E-1,-3.728652477E-1,-1.095351307E0
8.350172346E1,1.429658114E-1,-6.290493071E-2,-4.111411214E-1
8.352169446E1,2.236022774E-1,2.744419903E-1,-4.196850729E-1
8.354166546E1,2.958998099E-2,6.969881058E-1,2.981284761E-1
8.356163646E1,1.102123406E-1,5.716401744E-1,1.572415107E0
8.358160746E1,9.935091823E-2,4.255843288E-1,2.024359853E0
8.360157846E1,-5.571387872E-2,7.328590196E-1,1.560610748E0
8.362154946E1,2.577497976E-1,1.005598885E0,1.488225726E0
8.364152146E1,3.708463503E-1,1.207739469E0,2.057590749E0
8.366149246E1,5.976161376E-2,1.046658618E0,1.975298206E0
8.368146346E1,2.482019522E-1,5.408224243E-1,1.172837439E0
8.370143446E1,5.913523809E-1,-8.732699633E-2,5.528986788E-1
8.372140546E1,1.084485938E0,-1.555055308E-1,7.759705406E-1
8.374137646E1,1.484993386E0,-2.120843589E-2,1.033492443E0
8.376134746E1,1.116296691E0,-4.475224972E-1,8.594296038E-1
8.378131946E1,2.347656354E-1,-8.307683069E-1,2.997621882E-1
8.380129046E1,1.376972508E-1,-1.097604824E0,-2.669955611E-2
8.382126146E1,5.689523555E-1,-1.166828256E0,-4.045805454E-1
