"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.535993266E2,3.998496363E-1,-4.014552087E-1,4.248943573E-1
1.536192976E2,8.069045772E-1,-1.269043432E0,5.360341394E-1
1.536392676E2,1.390062670E0,-1.794295891E0,1.306560338E-1
1.536592386E2,1.637397700E0,-2.143655916E0,-7.654385358E-1
1.536792086E2,1.564604104E0,-2.286177120E0,-1.883352494E0
1.536991796E2,1.246972532E0,-2.280501228E0,-2.827681915E0
1.537191496E2,6.739425478E-1,-2.302789060E0,-3.097493495E0
1.537391196E2,3.462540577E-1,-2.394511408E0,-2.772930926E0
1.537590906E2,2.384286236E-1,-2.030610527E0,-2.526572528E0
1.537790606E2,1.978518706E-1,-1.487311807E0,-2.879573615E0
1.537990316E2,4.430559553E-2,-5.323018616E-1,-3.178190918E0
1.538190016E2,7.626062907E-2,3.217477190E-1,-2.595326428E0
1.538389726E2,3.394748689E-1,8.487555116E-1,-1.303634391E0
1.538589426E2,3.546897626E-1,1.116845087E0,4.774543941E-2
1.538789126E2,-1.393235808E-1,1.155714453E0,5.923071581E-1
1.538988836E2,-8.979214590E-1,1.349551991E0,-1.517574656E-1
1.539188536E2,-1.589902082E0,1.868427476E0,-1.044002228E0
1.539388246E2,-1.797125797E0,2.432252846E0,-9.416771239E-1
1.539587946E2,-1.029259205E0,2.382693601E0,6.955175310E-1
1.539787656E2,-1.037987782E0,2.449140190E0,3.018815700E0
1.539987356E2,-1.161195779E0,2.569953606E0,3.681233312E0
1.540187056E2,-5.333166459E-1,2.065909583E0,2.750379969E0
1.540386766E2,-4.755444011E-1,1.602593756E0,2.484350953E0
1.540586466E2,-7.575664294E-1,1.080982359E0,2.630972224E0
1.540786176E2,-1.107676214E0,8.357284999E-1,1.469870147E0
1.540985876E2,-1.325837146E0,8.387140882E-1,1.557733333E-1
1.541185576E2,-1.001915724E0,9.146916389E-1,-5.120219636E-1
1.541385286E2,-4.903675313E-1,5.952272576E-1,-6.317320096E-1
1.541584986E2,1.137507100E-1,-1.148568571E-1,-4.795488667E-1
1.541784696E2,5.969181993E-1,-1.036820678E0,-2.580697864E-1
1.541984396E2,9.238018202E-1,-1.814402127E0,-1.978405416E-1
1.542184106E2,7.806024125E-1,-2.585560994E0,-5.093655735E-1
1.542383806E2,4.139521338E-1,-3.036630996E0,-1.454845726E0
1.542583506E2,1.012239276E-1,-2.995374212E0,-2.428576702E0
1.542783216E2,-2.829640513E-1,-2.569926124E0,-2.921481194E0
1.542982916E2,-6.678409052E-1,-1.865247760E0,-2.748394840E0
1.543182626E2,-9.958261415E-1,-7.329876584E-1,-2.476890491E0
1.543382326E2,-1.086549785E0,2.531277198E-1,-2.462637318E0
1.543582026E2,-8.851414190E-1,8.224652606E-1,-2.096426201E0
1.543781736E2,-4.749088819E-1,1.476727177E0,-7.345535427E-1
1.543981436E2,3.037168063E-2,1.799589375E0,1.483610519E0
1.544181146E2,6.449837007E-1,1.228462586E0,2.953682395E0
1.544380841E2,5.350737342E-1,5.952097160E-1,3.047675802E0
1.544580551E2,-2.654198096E-1,1.931990218E-1,2.721198270E0
1.544780251E2,-8.174109274E-1,5.824633706E-1,3.024795647E0
1.544979951E2,-1.692536505E-1,1.046758606E0,2.916132161E0
1.545179661E2,5.552213390E-1,1.549023321E0,2.321659779E0
1.545379361E2,1.076675446E0,1.889234208E0,1.582743044E0
1.545579071E2,1.077355185E0,1.862438757E0,9.477938962E-1
1.545778771E2,9.364561450E-1,1.432994682E0,3.723664802E-1
1.545978471E2,7.849382691E-1,5.227907807E-1,2.747232413E-1
1.546178181E2,5.303255028E-1,-4.021837717E-1,5.736720818E-1
1.546377881E2,5.790947165E-1,-1.533842195E0,6.371272355E-1
1.546577591E2,3.536087586E-1,-2.364159681E0,2.605525142E-1
1.546777291E2,7.169614635E-2,-2.761008453E0,-3.524140263E-1
1.546977001E2,-2.105765082E-2,-2.844587969E0,-1.251257372E0
1.547176701E2,8.994998418E-2,-2.538874485E0,-1.757288278E0
1.547376401E2,2.062692299E-1,-2.141445084E0,-2.105948392E0
1.547576111E2,9.750509843E-2,-1.753798660E0,-2.556771058E0
1.547775811E2,1.691152176E-1,-1.255843928E0,-2.949625597E0
1.547975521E2,2.700369903E-1,-6.967939782E-1,-3.362724951E0
1.548175221E2,5.268786422E-1,-7.340828419E-2,-3.267631098E0
1.548374921E2,8.766767704E-1,2.403802049E-1,-2.470713492E0
1.548574631E2,8.414315817E-1,4.026492101E-1,-1.122864795E0
1.548774331E2,7.805614820E-1,6.086600661E-1,3.547950125E-1
1.548974041E2,5.582220935E-1,6.421862465E-1,1.135783049E0
1.549173741E2,4.231099333E-1,5.999909842E-1,1.090367725E0
1.549373451E2,3.472066787E-1,9.581422985E-1,4.868222183E-1
1.549573151E2,6.111679004E-1,1.594813451E0,-2.899394506E-1
1.549772851E2,9.451526358E-1,1.798320529E0,8.659258604E-2
1.549972561E2,2.158118310E-1,2.004103344E0,2.428887774E0
1.550172261E2,-4.651039052E-1,1.913301932E0,3.494684914E0
1.550371971E2,-1.382674275E0,1.993822185E0,2.461712288E0
1.550571671E2,-1.094004839E0,1.199334682E0,1.146833117E0
1.550771371E2,-7.521285919E-1,3.051778793E-1,1.918928708E0
1.550971081E2,-1.012919015E0,-8.529508889E-2,2.904403231E0
1.551170781E2,-1.312555926E0,-1.680940014E-1,1.612863221E0
1.551370491E2,-1.642922149E0,2.336775416E-1,-5.579284537E-1
1.551570191E2,-1.717565365E0,2.873503035E-1,-1.832458913E0
1.551769891E2,-1.194567008E0,-1.873623312E-1,-1.327748893E0
1.551969601E2,-2.816819030E-1,-1.175958683E0,8.935580474E-1
1.552169301E2,4.558736368E-1,-2.185040755E0,2.072505827E0
1.552369011E2,5.569082607E-1,-2.766282642E0,1.369906733E0
1.552568711E2,9.793627577E-2,-2.672102124E0,-8.438689935E-1
1.552768421E2,-2.125446444E-1,-2.131152815E0,-2.868263345E0
1.552968121E2,-1.738701003E-1,-1.714818782E0,-3.708307675E0
1.553167821E2,-3.425828605E-2,-1.175392088E0,-3.255621502E0
1.553367531E2,2.561516987E-1,-3.040236390E-1,-2.330692558E0
1.553567231E2,3.636042083E-1,5.390279138E-1,-1.539015226E0
1.553766941E2,-5.569820087E-2,8.323493940E-1,-1.161333627E0
1.553966641E2,-4.083808336E-1,8.508470607E-1,-3.426760733E-1
1.554166341E2,-4.235891492E-1,5.732966906E-1,7.222878385E-1
1.554366051E2,-2.420096046E-1,3.373703098E-1,1.616157542E0
1.554565751E2,1.221509662E-1,1.553587657E-1,2.245854136E0
1.554765461E2,4.411478627E-1,1.459359777E-1,2.868223000E0
1.554965161E2,3.426398206E-1,3.783598763E-1,3.261120808E0
1.555164861E2,-5.674116142E-2,6.991083062E-1,1.404426940E0
1.555364571E2,8.342032537E-2,1.135804099E0,-7.585066617E-1
1.555564271E2,1.220768966E0,1.273598413E0,-8.849374974E-1
1.555763981E2,1.843419958E0,1.220151354E0,1.541662846E0
1.555963681E2,1.529910381E0,2.523833692E-1,3.032736751E0
1.556163381E2,4.825123818E-1,-4.958965123E-1,2.449289294E0
1.556363091E2,-2.417070843E-2,-8.789867860E-1,1.065431689E0
1.556562791E2,1.046325620E-1,-1.060253395E0,1.403144646E-1
1.556762501E2,4.665206856E-1,-1.064767445E0,-1.881294858E-1
1.556962201E2,7.940310549E-1,-1.281606175E0,-7.487535059E-2
1.557161901E2,6.459175741E-1,-1.614419165E0,-6.974909663E-2
1.557361611E2,3.889397552E-1,-1.605246638E0,-6.044114792E-1
1.557561311E2,1.693213320E-1,-1.396522674E0,-1.667218353E0
1.557761021E2,-1.908053179E-1,-1.057546719E0,-2.790928656E0
1.557960721E2,-2.973606636E-1,-8.745680451E-1,-3.703356253E0
1.558160421E2,-3.466083989E-1,-6.791084898E-1,-3.620290707E0
1.558360131E2,-4.179686593E-1,-5.188234448E-1,-2.334486231E0
1.558559831E2,-4.429856060E-1,-1.819361150E-1,-7.707513160E-1
1.558759541E2,-3.389232938E-1,4.363741958E-1,1.254859257E-1
1.558959241E2,-2.545155929E-1,1.017478673E0,2.848377550E-1
1.559158941E2,-3.876561452E-2,1.379607264E0,2.555683476E-1
1.559358651E2,1.769871779E-2,1.757238577E0,2.216083038E-1
1.559558351E2,-3.365978196E-1,2.163496689E0,4.210357797E-1
1.559758061E2,-3.179967668E-1,2.144469849E0,5.569765270E-1
1.559957761E2,-6.406264286E-2,1.722202061E0,1.200802333E0
1.560157461E2,-4.476411957E-1,1.575096640E0,2.585839321E0
1.560357171E2,-8.777077076E-1,2.005720684E0,2.582870690E0
1.560556871E2,-1.320989512E0,2.073811510E0,8.707042050E-1
1.560756581E2,-1.551616122E0,1.604302897E0,-2.835332412E-1
1.560956281E2,-1.053963910E0,9.084509057E-1,8.474966061E-1
1.561155991E2,-8.357644603E-1,2.412537789E-1,2.641790743E0
1.561355691E2,-7.164772410E-1,-5.177481419E-1,2.286319208E0
1.561555391E2,-8.783012000E-1,-7.076200980E-1,3.582793683E-1
1.561755101E2,-8.064128264E-1,-6.736805195E-1,-1.396206924E0
1.561954801E2,-4.308264307E-1,-1.005694780E0,-1.688006959E0
1.562154501E2,-7.247415494E-2,-1.344708742E0,-6.856263810E-1
1.562354211E2,4.501625881E-1,-1.734226860E0,-1.054112649E-1
1.562553911E2,5.648345635E-1,-2.065896719E0,-5.494184160E-1
1.562753621E2,3.616178361E-1,-1.881082605E0,-1.721869939E0
1.562953321E2,4.649664956E-1,-1.289086518E0,-2.475723971E0
1.563153021E2,5.934214181E-1,-8.260250455E-1,-2.244137979E0
1.563352731E2,5.410896055E-1,-7.342149889E-1,-1.164572985E0
1.563552431E2,2.694772839E-1,-6.037618536E-1,-2.404538798E-1
1.563752141E2,-4.008174967E-3,-1.644587874E-1,1.199690777E-1
1.563951841E2,-6.262939895E-2,2.637708217E-1,-6.654131413E-2
1.564151541E2,1.616248247E-1,7.026002634E-1,-7.335799813E-1
1.564351250E2,3.700677205E-1,1.107083160E0,-5.249068880E-1
1.564550950E2,4.940526659E-1,8.841919774E-1,6.406876051E-1
1.564750660E2,1.033843641E-1,1.677572018E-1,2.322460263E0
1.564950360E2,-2.931312629E-1,-2.646011263E-1,3.383850941E0
1.565150060E2,-2.633350214E-1,-1.148685515E-2,3.611445040E0
1.565349770E2,3.274221495E-3,6.244849706E-1,2.715180316E0
1.565549470E2,4.199789686E-1,1.143049384E0,1.092245851E0
1.565749180E2,4.279120322E-1,1.533335826E0,-1.199784333E-1
1.565948880E2,7.244080389E-1,1.495777406E0,-7.250500631E-1
1.566148580E2,6.865480484E-1,7.746619338E-1,-5.750853539E-1
1.566348290E2,2.390536910E-1,-1.046388477E-1,-1.280154312E-1
1.566547990E2,-7.889593262E-2,-7.262177521E-1,-8.329358697E-2
1.566747700E2,4.228720978E-2,-1.242580689E0,-4.193728316E-1
1.566947400E2,5.517304782E-1,-1.427017073E0,-6.977950215E-2
1.567147100E2,1.221347841E0,-1.522916088E0,8.771794116E-1
1.567346810E2,1.524259778E0,-1.679523818E0,1.165867558E0
1.567546510E2,1.421165033E0,-1.544559556E0,2.518559504E-1
1.567746210E2,1.077857461E0,-1.296003774E0,-1.762769458E0
1.567945920E2,7.602987602E-1,-1.135840352E0,-2.984907112E0
1.568145620E2,6.050501414E-1,-1.177308220E0,-3.146721788E0
1.568345330E2,3.473173007E-1,-1.270658433E0,-2.987399780E0
1.568545030E2,-1.147588248E-1,-1.163699995E0,-2.809228102E0
1.568744730E2,6.606937530E-2,-1.079267955E0,-2.324440130E0
1.568944440E2,2.742366434E-1,-8.330042821E-1,-1.258595043E0
1.569144140E2,3.375796036E-1,-6.608949977E-1,-4.849505246E-1
1.569343850E2,-2.480595131E-2,-2.922888619E-1,-3.446056545E-2
1.569543550E2,-5.588885665E-1,4.406549424E-1,-4.645437419E-1
1.569743250E2,-8.036978180E-1,1.223088995E0,-9.939436305E-1
1.569942960E2,-8.580384781E-1,1.980690508E0,-7.547311145E-1
1.570142660E2,-6.153265498E-1,2.118301805E0,-1.553482407E-1
1.570342370E2,-6.575261244E-1,1.863652639E0,1.723391969E0
1.570542070E2,-1.196755621E0,1.928890024E0,3.490081401E0
1.570741770E2,-1.101481820E0,2.105322155E0,2.642469605E0
1.570941480E2,-7.131354111E-1,2.039022331E0,5.648381084E-1
1.571141180E2,-2.595112895E-1,1.764051753E0,9.900423682E-1
1.571340880E2,-2.345354561E-1,9.621552426E-1,3.728379997E0
1.571540590E2,-3.094138582E-1,8.638091683E-2,4.140496434E0
1.571740290E2,-8.353150287E-1,-1.331773531E-1,1.671732988E0
1.571940000E2,-1.063182923E0,3.498804277E-1,-1.049215021E0
1.572139700E2,-6.519181330E-1,7.371169621E-1,-2.350726873E0
1.572339400E2,-2.462135517E-1,3.234866810E-1,-2.359874257E0
1.572539110E2,-1.818224963E-1,-7.744496799E-1,-6.700488138E-1
1.572738810E2,-7.227059875E-2,-1.763409728E0,5.610344946E-1
1.572938510E2,-2.595806521E-1,-2.427928246E0,4.494123173E-1
1.573138220E2,-3.485337409E-1,-2.424714616E0,-6.946632528E-1
1.573337920E2,-8.768906688E-2,-2.056898439E0,-1.899338197E0
1.573537630E2,-1.317538668E-1,-1.617324062E0,-2.331695355E0
1.573737330E2,-3.999285007E-1,-1.264566804E0,-1.881131136E0
1.573937030E2,1.807988316E-2,-9.544591373E-1,-9.094455171E-1
1.574136740E2,1.637975039E-1,-7.494516635E-1,-6.107516152E-1
1.574336443E2,4.488907456E-2,-3.506785727E-1,-5.627173233E-1
1.574536153E2,1.829831686E-1,-7.042094171E-2,3.710643053E-3
1.574735853E2,3.516291472E-1,1.536993259E-1,6.889774203E-1
1.574935553E2,6.190894523E-1,3.648452067E-1,1.240839972E0
1.575135263E2,9.012369034E-1,4.341013831E-1,1.987332945E0
1.575334963E2,9.860626070E-1,3.121641326E-1,2.795932703E0
1.575534663E2,7.137491494E-1,3.362254250E-1,3.059961972E0
1.575734373E2,-3.259061126E-1,1.039468297E0,1.682128168E0
1.575934073E2,-7.354510903E-1,1.876266253E0,7.668447912E-2
1.576133783E2,6.781984437E-2,2.241127832E0,-9.935132754E-1
1.576333483E2,1.071720662E0,2.526875414E0,1.824150020E-1
1.576533183E2,1.430221932E0,1.971708015E0,1.630414808E0
1.576732893E2,8.422994547E-1,7.471139467E-1,1.970233932E0
1.576932593E2,2.988310922E-1,-4.268058121E-2,1.634238887E0
1.577132293E2,1.601655790E-1,-6.172297454E-1,6.460325450E-1
1.577332003E2,2.612844760E-1,-1.076060173E0,-1.176527617E0
1.577531703E2,6.509164318E-1,-1.244248899E0,-2.280111803E0
1.577731413E2,1.166889359E0,-1.410888113E0,-2.149903666E0
1.577931113E2,1.236490229E0,-9.787016934E-1,-5.120266414E-1
1.578130813E2,9.899049586E-1,-9.374367231E-1,3.645657098E-1
1.578330523E2,3.038333121E-1,-1.147416084E0,-1.099228011E0
1.578530223E2,-2.568697185E-1,-1.083296687E0,-3.009772396E0
1.578729923E2,-4.730764376E-1,-8.198240733E-1,-3.660683858E0
1.578929633E2,-3.491495989E-1,-4.386838460E-1,-2.744505272E0
1.579129333E2,3.607995182E-2,-2.668230683E-1,-1.676158746E0
1.579329043E2,-1.023726131E-1,1.528468019E-1,-8.558288884E-1
1.579528743E2,-1.493747983E-1,6.723520321E-1,-2.997165799E-2
1.579728443E2,1.135597984E-1,7.005250865E-1,1.018149934E0
1.579928153E2,6.373465061E-3,6.394357163E-1,1.623868850E0
1.580127853E2,-4.618761325E-1,8.869138563E-1,7.313171089E-1
1.580327553E2,-8.211677635E-1,1.446169628E0,-2.641035283E-1
1.580527263E2,-1.022546601E0,1.846578770E0,-1.385374957E-1
1.580726963E2,-1.078819182E0,1.766039221E0,1.722092718E0
1.580926673E2,-1.380290803E0,1.595761285E0,3.950121617E0
1.581126373E2,-1.327217966E0,1.813954815E0,4.539408104E0
1.581326073E2,-8.422580125E-1,1.736971543E0,2.457934987E0
1.581525783E2,-6.156310435E-1,1.440350479E0,6.217157292E-1
1.581725483E2,-7.656713281E-1,1.071860703E0,3.232913840E-1
1.581925183E2,-8.854578996E-1,7.619571036E-1,5.981374168E-1
1.582124893E2,-9.175312661E-1,2.446264529E-1,5.185913104E-1
1.582324593E2,-1.106836042E0,-8.138739467E-3,1.926341808E-1
1.582524303E2,-9.705638310E-1,-6.175127506E-1,2.626768076E-1
1.582724003E2,-6.019484127E-1,-1.178316280E0,5.458738339E-1
1.582923703E2,-2.942911678E-1,-1.486493196E0,7.740655178E-1
1.583123413E2,9.420354120E-2,-1.628932539E0,4.761013484E-1
1.583323113E2,2.793005879E-1,-2.095336865E0,-1.634799635E-1
1.583522813E2,3.145594445E-1,-2.433429891E0,-1.009462726E0
1.583722523E2,1.915651636E-1,-2.389052448E0,-1.596136676E0
1.583922223E2,-8.851018041E-2,-2.124582299E0,-2.063619229E0
1.584121933E2,-2.167790884E-1,-1.635016567E0,-2.180307434E0
1.584321633E2,3.104944602E-2,-9.965292692E-1,-1.760777312E0
1.584521325E2,-1.918551855E-1,-4.900563133E-1,-1.040100966E0
1.584721035E2,-1.049756473E-1,1.858525801E-1,-2.935577077E-1
1.584920735E2,5.373322213E-1,8.168162656E-1,1.605598640E-1
1.585120435E2,7.825072892E-1,1.429661184E0,4.997147441E-1
1.585320145E2,8.366415426E-1,1.562321643E0,8.703820235E-1
1.585519845E2,6.739446674E-1,9.203570062E-1,9.559314662E-1
1.585719545E2,5.232087835E-1,4.268420649E-1,1.700904747E0
1.585919255E2,4.258579785E-1,4.515921593E-2,3.050438612E0
1.586118955E2,1.447747938E-1,6.518961328E-1,3.654341383E0
1.586318665E2,-2.971552071E-1,1.027800179E0,1.409762524E0
1.586518365E2,-5.866538507E-1,1.590560771E0,-6.933663404E-1
1.586718065E2,-2.281482683E-1,2.147127408E0,-9.122165126E-1
1.586917775E2,4.618038829E-1,1.812800574E0,4.947878802E-1
1.587117475E2,4.476275643E-1,7.336197424E-1,1.652382213E0
1.587317175E2,3.961805816E-1,-2.240582871E-1,1.513299757E0
1.587516885E2,5.937689620E-1,-9.858458215E-1,5.212629032E-1
1.587716585E2,1.580284144E0,-1.255879011E0,8.690950513E-2
1.587916295E2,2.566888787E0,-1.418830386E0,1.053658905E0
1.588115995E2,1.757848149E0,-2.543712471E0,6.701324290E-1
1.588315695E2,3.848452059E-1,-3.382661033E0,-3.651381522E-1
1.588515405E2,-1.896437502E-1,-3.596118903E0,-1.673757879E0
1.588715105E2,-2.432123586E-1,-2.715670313E0,-2.253630933E0
1.588914805E2,4.385299180E-1,-2.006167411E0,-2.480978279E0
1.589114515E2,1.039055630E0,-1.834307803E0,-2.805087689E0
1.589314215E2,8.807515488E-1,-1.817333921E0,-3.133579586E0
1.589513915E2,3.061161747E-1,-2.015910042E0,-2.680333250E0
1.589713625E2,-1.455560000E-1,-1.876872609E0,-1.312869483E0
1.589913325E2,-8.970646226E-1,-1.439259973E0,-5.794286656E-1
1.590113035E2,-1.615722071E0,-6.424043477E-1,-1.535592266E0
1.590312735E2,-2.384057464E0,5.236240089E-1,-2.496911942E0
1.590512435E2,-2.894790116E0,2.013741894E0,-2.133918548E0
1.590712145E2,-2.351683477E0,3.056434931E0,-6.741132134E-1
1.590911845E2,-1.464862738E0,3.531381454E0,9.355685377E-1
1.591111545E2,-6.203230686E-1,3.237219145E0,2.119444935E0
1.591311255E2,-5.527261494E-1,2.648707414E0,2.715825849E0
1.591510955E2,-1.880568634E0,2.488070367E0,2.816805509E0
1.591710655E2,-2.554616944E0,2.623867273E0,2.072822161E0
1.591910365E2,-2.231357865E0,2.802528947E0,3.015163529E-1
1.592110065E2,-8.238524394E-1,2.608881444E0,-3.095340550E-1
1.592309765E2,9.695605950E-1,1.792362801E0,1.602928802E0
1.592509475E2,1.796984148E0,8.032437086E-1,3.228851194E0
1.592709175E2,6.620403211E-1,-1.301560968E-1,2.099291922E0
1.592908885E2,-1.127807739E0,-1.806082124E-1,-9.010454071E-1
1.593108585E2,-1.569751993E0,1.125238180E-2,-3.269073021E0
1.593308285E2,-6.432214230E-1,1.584612983E-1,-3.084092846E0
1.593507995E2,9.194419169E-1,-4.529609925E-1,-5.449207377E-1
1.593707695E2,1.659018803E0,-1.498546062E0,1.078710131E0
1.593907395E2,1.080461591E0,-2.264820165E0,6.396269202E-1
1.594107105E2,-2.579288822E-2,-2.507145739E0,-9.371899706E-1
1.594306805E2,-8.984007845E-1,-1.964406012E0,-2.854926431E0
1.594506510E2,-1.127676104E0,-8.230926669E-1,-3.665710124E0
1.594706220E2,-7.022453374E-1,9.313094258E-2,-3.047721410E0
1.594905920E2,2.998801740E-1,6.519037342E-1,-1.829804277E0
1.595105620E2,8.566808277E-1,1.113195255E0,-2.125065279E-1
1.595305330E2,1.357902253E0,6.956420767E-1,2.158995502E0
1.595505030E2,1.155248357E0,-5.395032924E-1,3.157254378E0
1.595704740E2,-1.941709935E-1,-9.017599368E-1,1.855985186E0
1.595904440E2,-5.969765253E-1,-7.242203432E-1,-5.832773030E-2
1.596104140E2,2.925931364E-1,1.354542589E-1,1.628455406E-1
1.596303850E2,1.271809458E0,5.394594383E-1,2.536418070E0
1.596503550E2,1.043571069E0,5.156875831E-1,4.196478261E0
1.596703250E2,1.733636583E-1,5.189889210E-1,3.540966210E0
1.596902960E2,-1.591323760E-1,8.362436396E-1,1.680899668E0
1.597102660E2,2.674273415E-1,1.168423376E0,2.768259001E-1
1.597302360E2,8.485011578E-1,1.236688449E0,-3.545190239E-1
1.597502070E2,1.004197746E0,9.981366688E-1,-4.934979844E-1
1.597701770E2,5.422189221E-1,-2.993423581E-1,9.631182790E-2
1.597901470E2,4.185447928E-2,-1.425102695E0,7.048602122E-1
1.598101180E2,-2.388753509E-1,-1.760832860E0,2.469203156E-1
1.598300880E2,1.146745336E-1,-1.924908655E0,-9.941658247E-1
1.598500590E2,4.881969352E-1,-2.108829900E0,-1.750789683E0
1.598700290E2,4.578474009E-1,-2.217293996E0,-2.152719101E0
1.598899990E2,4.153520303E-1,-2.148005660E0,-2.296852967E0
1.599099700E2,6.741051004E-1,-1.867704175E0,-2.099826357E0
1.599299400E2,8.348949793E-1,-1.806874421E0,-1.655626248E0
1.599499100E2,7.414501874E-1,-1.660326240E0,-1.164027439E0
1.599698810E2,3.687314490E-1,-1.350192845E0,-1.436636328E0
1.599898510E2,-3.762554634E-1,-9.040754342E-1,-2.303911725E0
1.600098210E2,-5.248716585E-1,-4.099465352E-1,-2.275044022E0
1.600297920E2,-3.450155808E-1,-6.395099759E-3,-1.269042263E0
1.600497620E2,-4.365880577E-1,3.308284450E-1,-1.307957822E-1
1.600697320E2,-4.722666347E-1,4.775304079E-1,5.015829295E-1
1.600897030E2,-7.120506795E-1,1.148636983E0,3.072928172E-1
1.601096730E2,-7.306383202E-1,1.632461334E0,-3.403523898E-1
1.601296430E2,-1.166888336E0,2.095124027E0,-3.111490560E-1
1.601496140E2,-1.092257253E0,2.285867218E0,8.329382086E-1
1.601695840E2,-1.000589210E0,2.298770269E0,2.522846682E0
1.601895540E2,-1.190793215E0,3.119320566E0,4.277990786E0
1.602095250E2,-2.662133498E-1,3.167540215E0,3.542004676E0
1.602294950E2,1.414141797E-1,2.567491343E0,1.083970286E0
1.602494650E2,3.421758806E-1,1.806147028E0,4.020194650E-1
1.602694360E2,-3.590985266E-2,8.876500207E-1,1.905656698E0
1.602894060E2,-1.228778482E0,-3.885708690E-2,2.670295919E0
1.603093770E2,-1.907904660E0,-4.651471746E-1,1.348388395E0
1.603293470E2,-1.928900111E0,-2.433178461E-1,-7.076148355E-1
1.603493170E2,-1.260398616E0,-1.381562573E-1,-2.096375331E0
1.603692880E2,-3.712308779E-1,-6.413395697E-1,-2.109841468E0
1.603892580E2,3.859977286E-1,-1.116018875E0,-8.907893908E-1
1.604092280E2,7.406429793E-1,-1.767144930E0,-9.806248426E-2
1.604291990E2,4.765777503E-1,-2.276215219E0,-5.531927937E-1
1.604491690E2,-6.500371568E-2,-2.321621187E0,-1.744720858E0
1.604691390E2,-3.521717323E-1,-1.832746596E0,-2.470871952E0
1.604891100E2,-1.473704276E-1,-1.458706058E0,-2.287548292E0
1.605090800E2,3.115170285E-1,-1.016304553E0,-1.599478360E0
1.605290500E2,1.825463816E-1,-4.589783621E-1,-8.501898336E-1
1.605490210E2,3.542824309E-2,-1.094499367E-1,-3.250888181E-1
1.605689910E2,3.697766022E-1,6.903281271E-2,2.063119876E-1
1.605889610E2,6.941372958E-1,3.423866361E-1,6.224606645E-1
1.606089320E2,8.483168243E-1,4.454631078E-1,1.151556498E0
1.606289020E2,6.246745665E-1,2.066593122E-1,1.577303379E0
1.606488720E2,2.280521913E-1,4.470781088E-2,1.756891837E0
1.606688430E2,-3.050371807E-2,5.054841918E-1,1.789977137E0
1.606888130E2,1.872750615E-1,1.471579288E0,1.688295227E0
1.607087830E2,8.812090203E-1,1.301689022E0,4.838646966E-1
1.607287540E2,9.512425840E-1,9.011804777E-1,-3.059760243E-1
1.607487240E2,6.450353023E-1,4.472079170E-1,5.655625784E-1
1.607686940E2,-2.293560107E-1,3.344548881E-2,1.562157336E0
1.607886650E2,-7.218019348E-1,-8.783394992E-2,1.052077818E0
1.608086350E2,-6.745098008E-1,-2.656097710E-1,-3.215442359E-2
1.608286050E2,-4.242393961E-1,-6.761802042E-1,-6.652611136E-1
1.608485760E2,5.902772972E-1,-1.170533636E0,-6.816567063E-2
1.608685460E2,1.505995415E0,-1.327957639E0,1.059590905E0
1.608885160E2,1.569791461E0,-1.576398815E0,1.350743068E0
1.609084870E2,7.520658805E-1,-1.452344872E0,2.473910165E-1
1.609284570E2,-7.132609069E-2,-1.160283467E0,-1.844666730E0
1.609484280E2,-6.119446664E-1,-1.041142355E0,-3.079121543E0
1.609683980E2,-5.590378898E-1,-8.592436624E-1,-2.944958349E0
1.609883680E2,-1.955904965E-1,-8.415312767E-1,-1.606050630E0
1.610083390E2,4.304248732E-2,-1.128187516E0,-8.382679456E-1
1.610283090E2,-2.395677343E-2,-1.187988744E0,-9.476705199E-1
1.610482790E2,-3.864547251E-1,-8.616082764E-1,-1.469627488E0
1.610682500E2,-2.974846612E-1,-3.090563375E-1,-1.360040141E0
1.610882200E2,-6.763361055E-2,4.653804785E-1,-3.325194597E-1
1.611081900E2,-1.720349517E-1,1.101196184E0,-1.362711149E-1
1.611281610E2,-5.489307582E-1,1.770777220E0,-5.662467027E-1
1.611481310E2,-8.102790785E-1,2.261726403E0,-8.090149105E-1
1.611681010E2,-5.432716037E-1,2.608482079E0,-4.662908900E-1
1.611880720E2,-1.101822091E-1,2.476260746E0,1.233270167E0
1.612080420E2,-4.545644086E-1,2.494280695E0,3.257895484E0
1.612280120E2,-8.964999278E-1,2.565561762E0,2.805326840E0
1.612479830E2,-1.110465921E0,2.504211021E0,5.069956970E-1
1.612679530E2,-7.958431070E-1,1.940798464E0,3.615543938E-1
1.612879230E2,-4.730567032E-1,8.516282487E-1,2.809580104E0
1.613078940E2,-4.681272081E-1,-7.903856814E-2,4.108098766E0
1.613278640E2,-5.039750985E-1,-6.622340101E-1,2.788330153E0
1.613478340E2,-9.163459624E-1,-5.461539155E-1,9.013892233E-2
1.613678050E2,-7.799846542E-1,-1.405080074E-1,-1.834525904E0
1.613877750E2,-2.474593193E-1,-1.600798076E-1,-2.429746145E0
1.614077450E2,2.273405851E-1,-5.849367428E-1,-1.626955011E0
1.614277160E2,5.441239450E-1,-1.500460441E0,-5.595791227E-1
1.614476861E2,5.793782334E-1,-2.256182658E0,-5.107747525E-1
1.614676561E2,1.450041873E-1,-2.376825920E0,-1.384939340E0
1.614876271E2,-1.011308107E-1,-2.206249775E0,-2.299914569E0
